image_name,tags
test_5401,clear primary
test_5402,agriculture haze primary
test_5403,clear primary
test_5404,clear primary water
test_5405,agriculture partly_cloudy primary road water
test_5406,agriculture partly_cloudy primary water
test_5407,agriculture clear habitation primary road
test_5408,agriculture clear primary water
test_5409,cloudy partly_cloudy primary
test_5410,agriculture clear primary road
test_5411,clear primary water
test_5412,cloudy
test_5413,haze primary
test_5414,clear primary
test_5415,agriculture clear cultivation primary
test_5416,primary road water
test_5417,cloudy
test_5418,clear primary water
test_5419,agriculture clear cultivation primary
test_5420,partly_cloudy primary
test_5421,agriculture habitation haze primary road
test_5422,cloudy primary
test_5423,partly_cloudy primary
test_5424,clear primary
test_5425,clear primary water
test_5426,clear primary road water
test_5427,clear primary
test_5428,clear primary
test_5429,clear primary
test_5430,agriculture partly_cloudy primary water
test_5431,haze
test_5432,agriculture clear cultivation habitation primary road
test_5433,clear primary
test_5434,agriculture cultivation partly_cloudy primary
test_5435,clear primary
test_5436,clear primary
test_5437,agriculture partly_cloudy primary water
test_5438,agriculture cultivation partly_cloudy primary
test_5439,clear primary
test_5440,agriculture clear cultivation primary
test_5441,clear primary
test_5442,agriculture clear road
test_5443,partly_cloudy primary
test_5444,bare_ground clear primary road water
test_5445,partly_cloudy primary water
test_5446,partly_cloudy primary
test_5447,agriculture clear cultivation primary slash_burn
test_5448,clear primary
test_5449,blooming clear primary
test_5450,clear primary water
test_5451,agriculture clear primary road
test_5452,clear primary
test_5453,clear primary
test_5454,clear primary water
test_5455,clear primary
test_5456,clear primary
test_5457,agriculture clear habitation primary road
test_5458,clear habitation primary road
test_5459,clear primary
test_5460,cloudy
test_5461,clear primary
test_5462,clear primary
test_5463,partly_cloudy primary
test_5464,clear primary
test_5465,cloudy
test_5466,clear primary water
test_5467,agriculture partly_cloudy primary water
test_5468,clear primary
test_5469,agriculture clear cultivation primary water
test_5470,clear primary
test_5471,artisinal_mine clear primary road water
test_5472,clear primary water
test_5473,cloudy
test_5474,clear cultivation partly_cloudy primary water
test_5475,cloudy
test_5476,agriculture clear primary road water
test_5477,agriculture clear primary road water
test_5478,clear primary
test_5479,clear primary
test_5480,agriculture clear cultivation primary road
test_5481,clear primary
test_5482,partly_cloudy primary
test_5483,clear primary
test_5484,cloudy water
test_5485,partly_cloudy primary
test_5486,blooming clear primary
test_5487,agriculture clear primary
test_5488,agriculture clear habitation primary road
test_5489,clear primary
test_5490,partly_cloudy primary
test_5491,clear cultivation primary
test_5492,partly_cloudy primary
test_5493,agriculture clear primary road water
test_5494,clear primary
test_5495,clear primary
test_5496,cloudy primary
test_5497,agriculture partly_cloudy primary water
test_5498,agriculture haze primary water
test_5499,agriculture haze primary road water
test_5500,clear primary
test_5501,clear primary
test_5502,clear primary
test_5503,agriculture clear primary
test_5504,cloudy
test_5505,clear primary
test_5506,agriculture clear cultivation primary road water
test_5507,agriculture clear primary road water
test_5508,agriculture clear habitation primary road
test_5509,clear primary
test_5510,agriculture clear primary road
test_5511,clear primary
test_5512,clear primary
test_5513,agriculture clear habitation primary road water
test_5514,clear primary
test_5515,partly_cloudy primary
test_5516,clear cultivation primary
test_5517,partly_cloudy primary
test_5518,clear primary
test_5519,agriculture haze primary water
test_5520,agriculture clear primary
test_5521,cloudy primary
test_5522,agriculture clear primary road water
test_5523,clear primary
test_5524,partly_cloudy primary
test_5525,clear primary water
test_5526,clear primary
test_5527,clear primary
test_5528,clear primary
test_5529,clear primary
test_5530,clear primary
test_5531,cloudy primary
test_5532,clear primary
test_5533,clear habitation road
test_5534,clear primary
test_5535,cloudy
test_5536,partly_cloudy primary
test_5537,clear primary
test_5538,agriculture partly_cloudy primary road
test_5539,clear primary
test_5540,haze partly_cloudy primary
test_5541,agriculture clear habitation primary
test_5542,clear primary
test_5543,agriculture clear cultivation primary
test_5544,agriculture clear primary road
test_5545,clear primary
test_5546,agriculture clear primary road water
test_5547,clear primary
test_5548,clear primary
test_5549,agriculture clear primary water
test_5550,agriculture clear
test_5551,agriculture habitation partly_cloudy primary road
test_5552,clear primary road water
test_5553,clear primary
test_5554,agriculture clear primary
test_5555,cloudy
test_5556,clear primary
test_5557,clear habitation primary water
test_5558,cloudy primary
test_5559,agriculture blow_down clear cultivation primary
test_5560,agriculture clear cultivation primary
test_5561,agriculture habitation partly_cloudy primary road
test_5562,agriculture clear habitation primary road
test_5563,agriculture habitation partly_cloudy primary road
test_5564,clear cultivation primary
test_5565,partly_cloudy primary
test_5566,clear primary
test_5567,partly_cloudy primary
test_5568,clear primary
test_5569,agriculture partly_cloudy primary road
test_5570,clear primary
test_5571,partly_cloudy primary
test_5572,agriculture clear primary
test_5573,partly_cloudy primary water
test_5574,agriculture clear cultivation primary water
test_5575,clear primary
test_5576,agriculture haze road water
test_5577,clear primary
test_5578,haze primary water
test_5579,clear primary
test_5580,clear primary
test_5581,clear primary
test_5582,cloudy
test_5583,partly_cloudy primary water
test_5584,clear primary water
test_5585,clear primary
test_5586,agriculture clear habitation primary road
test_5587,clear primary water
test_5588,agriculture clear primary road
test_5589,clear primary
test_5590,agriculture clear cultivation primary water
test_5591,clear primary
test_5592,partly_cloudy primary
test_5593,clear primary
test_5594,agriculture clear primary road
test_5595,clear primary
test_5596,clear primary road water
test_5597,agriculture clear cultivation primary
test_5598,clear cultivation primary
test_5599,haze primary
test_5600,haze primary
test_5601,haze primary
test_5602,clear primary
test_5603,clear primary
test_5604,agriculture partly_cloudy primary water
test_5605,partly_cloudy primary road water
test_5606,clear primary water
test_5607,partly_cloudy primary
test_5608,agriculture clear cultivation primary
test_5609,agriculture partly_cloudy primary
test_5610,clear primary
test_5611,artisinal_mine clear primary water
test_5612,agriculture clear cultivation primary
test_5613,haze primary
test_5614,clear primary
test_5615,clear primary water
test_5616,partly_cloudy primary
test_5617,haze primary
test_5618,clear primary
test_5619,agriculture bare_ground clear primary road
test_5620,clear primary
test_5621,clear primary
test_5622,haze primary water
test_5623,agriculture clear primary
test_5624,clear primary
test_5625,clear primary road water
test_5626,clear primary
test_5627,clear primary water
test_5628,clear primary
test_5629,agriculture clear primary water
test_5630,agriculture clear habitation primary road
test_5631,clear primary water
test_5632,clear primary
test_5633,agriculture cultivation partly_cloudy primary
test_5634,clear primary water
test_5635,agriculture clear cultivation primary road
test_5636,clear primary
test_5637,agriculture partly_cloudy primary
test_5638,clear primary road selective_logging water
test_5639,partly_cloudy primary
test_5640,clear primary water
test_5641,clear primary
test_5642,clear primary
test_5643,clear primary
test_5644,clear primary
test_5645,agriculture clear habitation primary road water
test_5646,partly_cloudy primary
test_5647,clear primary
test_5648,clear primary
test_5649,clear habitation primary water
test_5650,clear primary
test_5651,partly_cloudy primary water
test_5652,agriculture clear primary water
test_5653,partly_cloudy primary
test_5654,agriculture clear primary
test_5655,haze primary
test_5656,clear primary water
test_5657,clear primary
test_5658,clear cultivation primary
test_5659,clear primary water
test_5660,agriculture clear habitation primary road
test_5661,agriculture cultivation habitation partly_cloudy primary road water
test_5662,partly_cloudy primary
test_5663,clear primary
test_5664,clear primary
test_5665,agriculture clear cultivation primary
test_5666,clear primary
test_5667,agriculture bare_ground clear road
test_5668,agriculture primary
test_5669,cloudy
test_5670,cloudy
test_5671,agriculture partly_cloudy primary
test_5672,partly_cloudy primary
test_5673,agriculture cultivation partly_cloudy primary
test_5674,partly_cloudy primary
test_5675,clear primary
test_5676,clear primary
test_5677,clear primary
test_5678,agriculture clear cultivation primary
test_5679,clear primary water
test_5680,clear primary
test_5681,agriculture bare_ground clear road
test_5682,cloudy
test_5683,agriculture clear primary road
test_5684,agriculture clear cultivation primary
test_5685,haze primary
test_5686,clear primary
test_5687,clear primary
test_5688,agriculture clear primary
test_5689,agriculture clear habitation primary road
test_5690,clear primary
test_5691,partly_cloudy primary
test_5692,agriculture cultivation partly_cloudy primary
test_5693,clear primary
test_5694,agriculture clear primary road
test_5695,agriculture clear primary road
test_5696,partly_cloudy primary
test_5697,clear primary
test_5698,haze primary water
test_5699,clear primary
test_5700,clear primary
test_5701,clear primary
test_5702,clear primary
test_5703,cloudy
test_5704,clear primary
test_5705,clear primary
test_5706,clear primary
test_5707,agriculture clear habitation primary road
test_5708,cloudy primary
test_5709,agriculture clear primary road
test_5710,cloudy
test_5711,haze primary
test_5712,clear primary
test_5713,clear primary
test_5714,agriculture clear cultivation habitation primary
test_5715,agriculture bare_ground clear habitation primary road
test_5716,cultivation haze primary
test_5717,agriculture clear cultivation habitation primary
test_5718,haze primary
test_5719,agriculture clear cultivation habitation primary road
test_5720,clear primary
test_5721,partly_cloudy primary
test_5722,partly_cloudy primary
test_5723,clear primary
test_5724,partly_cloudy primary
test_5725,agriculture partly_cloudy primary road
test_5726,clear primary
test_5727,clear primary
test_5728,agriculture cultivation partly_cloudy primary
test_5729,partly_cloudy primary
test_5730,clear primary
test_5731,agriculture partly_cloudy primary road water
test_5732,clear primary
test_5733,clear primary
test_5734,agriculture clear primary road
test_5735,clear primary
test_5736,clear primary
test_5737,primary water
test_5738,partly_cloudy primary water
test_5739,clear primary
test_5740,agriculture clear habitation primary road
test_5741,clear primary
test_5742,artisinal_mine clear primary water
test_5743,cloudy
test_5744,clear primary
test_5745,clear primary
test_5746,clear primary water
test_5747,clear primary
test_5748,haze primary
test_5749,clear primary
test_5750,agriculture bare_ground clear road
test_5751,agriculture haze primary road
test_5752,clear primary water
test_5753,clear primary
test_5754,clear primary
test_5755,agriculture clear primary road
test_5756,clear primary
test_5757,clear primary
test_5758,agriculture habitation partly_cloudy primary road water
test_5759,clear primary
test_5760,clear cultivation primary
test_5761,agriculture clear habitation primary road
test_5762,clear primary
test_5763,clear primary
test_5764,partly_cloudy primary
test_5765,clear primary
test_5766,agriculture clear habitation primary road water
test_5767,agriculture bare_ground clear primary
test_5768,agriculture clear cultivation primary
test_5769,cloudy
test_5770,clear primary road water
test_5771,haze partly_cloudy primary
test_5772,clear primary
test_5773,agriculture clear cultivation habitation primary road
test_5774,blooming clear cultivation primary
test_5775,clear primary
test_5776,agriculture clear habitation primary road
test_5777,agriculture partly_cloudy primary
test_5778,agriculture clear primary
test_5779,clear primary
test_5780,cloudy
test_5781,agriculture clear primary road water
test_5782,agriculture clear cultivation primary
test_5783,clear primary
test_5784,haze primary
test_5785,agriculture clear habitation primary road water
test_5786,haze primary
test_5787,clear primary
test_5788,agriculture clear primary
test_5789,agriculture habitation partly_cloudy primary road water
test_5790,partly_cloudy primary
test_5791,clear primary
test_5792,clear primary
test_5793,agriculture clear cultivation habitation primary road
test_5794,clear primary
test_5795,partly_cloudy primary water
test_5796,agriculture partly_cloudy primary road
test_5797,agriculture clear habitation primary road
test_5798,cloudy
test_5799,agriculture habitation haze primary
test_5800,partly_cloudy primary
test_5801,clear primary
test_5802,agriculture clear primary road
test_5803,clear primary
test_5804,partly_cloudy primary
test_5805,clear primary
test_5806,agriculture clear cultivation primary water
test_5807,agriculture haze primary
test_5808,clear primary
test_5809,clear primary
test_5810,clear primary water
test_5811,partly_cloudy primary
test_5812,agriculture bare_ground clear primary water
test_5813,clear primary
test_5814,clear habitation road
test_5815,artisinal_mine clear habitation primary road
test_5816,agriculture clear cultivation primary road water
test_5817,agriculture bare_ground clear primary
test_5818,haze primary water
test_5819,clear primary
test_5820,clear primary
test_5821,clear primary selective_logging
test_5822,clear primary
test_5823,partly_cloudy primary
test_5824,partly_cloudy primary water
test_5825,agriculture bare_ground clear primary
test_5826,agriculture clear cultivation primary
test_5827,agriculture clear habitation primary road water
test_5828,clear primary
test_5829,partly_cloudy primary
test_5830,agriculture clear cultivation primary
test_5831,clear primary water
test_5832,clear primary
test_5833,agriculture clear cultivation primary road water
test_5834,haze primary
test_5835,haze primary
test_5836,clear cultivation primary slash_burn
test_5837,clear partly_cloudy primary
test_5838,clear primary
test_5839,agriculture clear cultivation primary
test_5840,agriculture clear cultivation primary
test_5841,clear primary road selective_logging
test_5842,agriculture clear habitation primary road water
test_5843,clear cultivation primary
test_5844,agriculture cultivation partly_cloudy primary
test_5845,cloudy
test_5846,agriculture bare_ground clear primary road
test_5847,clear primary
test_5848,clear primary water
test_5849,agriculture partly_cloudy primary road
test_5850,clear primary
test_5851,clear primary water
test_5852,agriculture clear primary road
test_5853,clear primary
test_5854,agriculture partly_cloudy primary road
test_5855,agriculture partly_cloudy primary road
test_5856,agriculture clear cultivation partly_cloudy primary road water
test_5857,partly_cloudy primary
test_5858,clear primary
test_5859,agriculture clear cultivation habitation primary road
test_5860,clear primary
test_5861,clear primary
test_5862,partly_cloudy primary
test_5863,clear primary water
test_5864,agriculture clear primary road
test_5865,clear primary
test_5866,clear primary
test_5867,cloudy
test_5868,clear primary
test_5869,clear primary
test_5870,agriculture clear primary road
test_5871,agriculture cultivation partly_cloudy primary
test_5872,agriculture cultivation partly_cloudy primary road
test_5873,agriculture clear primary road
test_5874,partly_cloudy primary water
test_5875,artisinal_mine partly_cloudy water
test_5876,clear primary
test_5877,clear primary
test_5878,agriculture clear primary road
test_5879,agriculture haze primary road
test_5880,clear primary water
test_5881,clear primary
test_5882,agriculture cultivation partly_cloudy primary
test_5883,clear primary water
test_5884,clear primary
test_5885,agriculture clear primary
test_5886,agriculture clear cultivation primary
test_5887,clear primary
test_5888,agriculture partly_cloudy primary
test_5889,agriculture cultivation haze partly_cloudy primary
test_5890,clear primary
test_5891,partly_cloudy primary
test_5892,clear primary road water
test_5893,clear primary
test_5894,agriculture partly_cloudy primary road
test_5895,clear primary
test_5896,partly_cloudy primary
test_5897,clear primary
test_5898,agriculture clear habitation primary road
test_5899,agriculture haze primary water
test_5900,clear primary
test_5901,agriculture clear primary water
test_5902,agriculture partly_cloudy primary road
test_5903,clear primary
test_5904,agriculture clear cultivation primary road water
test_5905,clear primary water
test_5906,partly_cloudy primary
test_5907,clear primary
test_5908,agriculture partly_cloudy primary water
test_5909,partly_cloudy primary water
test_5910,clear primary
test_5911,agriculture clear cultivation primary water
test_5912,agriculture cultivation partly_cloudy primary
test_5913,partly_cloudy primary
test_5914,clear primary
test_5915,agriculture clear cultivation habitation primary road
test_5916,agriculture cultivation haze primary road
test_5917,agriculture partly_cloudy primary road water
test_5918,clear primary
test_5919,partly_cloudy primary
test_5920,clear primary water
test_5921,agriculture bare_ground clear primary
test_5922,cloudy
test_5923,agriculture clear primary
test_5924,agriculture partly_cloudy primary road
test_5925,partly_cloudy primary
test_5926,clear habitation road
test_5927,partly_cloudy primary
test_5928,primary
test_5929,clear primary
test_5930,agriculture clear habitation primary road
test_5931,agriculture haze primary road
test_5932,partly_cloudy primary
test_5933,clear primary
test_5934,agriculture haze primary road water
test_5935,agriculture clear cultivation habitation primary road
test_5936,agriculture clear primary
test_5937,agriculture clear cultivation primary
test_5938,agriculture habitation partly_cloudy primary road
test_5939,clear cultivation primary
test_5940,agriculture clear primary road
test_5941,clear primary
test_5942,clear primary
test_5943,partly_cloudy primary
test_5944,clear primary
test_5945,clear primary
test_5946,clear primary
test_5947,cloudy
test_5948,agriculture clear habitation primary road
test_5949,partly_cloudy primary
test_5950,agriculture clear cultivation primary road water
test_5951,clear primary
test_5952,haze primary
test_5953,clear primary
test_5954,agriculture clear habitation primary road
test_5955,clear primary
test_5956,clear primary
test_5957,partly_cloudy primary
test_5958,clear primary water
test_5959,agriculture clear primary road water
test_5960,clear primary
test_5961,partly_cloudy primary
test_5962,agriculture primary road
test_5963,agriculture partly_cloudy primary road
test_5964,agriculture partly_cloudy primary
test_5965,agriculture clear cultivation habitation primary
test_5966,cloudy
test_5967,clear primary
test_5968,agriculture partly_cloudy primary road
test_5969,clear primary
test_5970,agriculture bare_ground clear primary water
test_5971,clear primary
test_5972,partly_cloudy primary
test_5973,agriculture partly_cloudy primary road
test_5974,clear primary
test_5975,clear primary
test_5976,partly_cloudy primary
test_5977,clear primary
test_5978,blooming clear primary
test_5979,partly_cloudy primary
test_5980,agriculture clear cultivation primary road
test_5981,partly_cloudy primary
test_5982,agriculture clear primary road
test_5983,agriculture clear cultivation primary water
test_5984,clear primary road water
test_5985,agriculture clear primary road
test_5986,agriculture clear primary water
test_5987,clear cultivation primary
test_5988,clear primary
test_5989,clear primary
test_5990,partly_cloudy primary
test_5991,clear primary
test_5992,agriculture partly_cloudy primary
test_5993,clear primary
test_5994,clear primary water
test_5995,clear primary
test_5996,clear primary
test_5997,agriculture clear primary road
test_5998,clear primary
test_5999,clear primary
test_6000,clear primary
test_6001,clear primary road water
test_6002,clear primary road selective_logging
test_6003,cloudy
test_6004,artisinal_mine clear primary selective_logging water
test_6005,partly_cloudy primary
test_6006,agriculture clear primary road water
test_6007,artisinal_mine clear primary water
test_6008,agriculture clear primary road
test_6009,agriculture partly_cloudy primary
test_6010,cloudy
test_6011,primary
test_6012,clear primary
test_6013,clear cultivation haze primary
test_6014,agriculture clear primary
test_6015,clear primary
test_6016,agriculture partly_cloudy primary
test_6017,agriculture clear primary
test_6018,clear primary
test_6019,agriculture clear primary road
test_6020,clear cultivation primary
test_6021,agriculture artisinal_mine clear primary road water
test_6022,cloudy
test_6023,agriculture clear primary water
test_6024,partly_cloudy primary
test_6025,clear primary
test_6026,partly_cloudy primary water
test_6027,agriculture clear cultivation primary
test_6028,clear cultivation primary water
test_6029,clear primary
test_6030,agriculture clear cultivation primary
test_6031,agriculture cultivation partly_cloudy primary water
test_6032,cultivation partly_cloudy primary
test_6033,clear primary
test_6034,agriculture clear primary
test_6035,partly_cloudy primary
test_6036,haze primary
test_6037,cloudy
test_6038,agriculture clear primary road water
test_6039,cloudy
test_6040,clear primary
test_6041,agriculture clear cultivation habitation primary
test_6042,agriculture clear primary
test_6043,clear primary
test_6044,agriculture partly_cloudy primary road
test_6045,agriculture bare_ground clear primary road
test_6046,cloudy
test_6047,clear primary
test_6048,clear primary
test_6049,agriculture clear primary road
test_6050,agriculture clear primary water
test_6051,agriculture bare_ground clear primary
test_6052,agriculture primary road
test_6053,partly_cloudy primary
test_6054,agriculture clear cultivation primary
test_6055,partly_cloudy primary
test_6056,clear primary
test_6057,agriculture haze primary road
test_6058,clear cultivation primary
test_6059,partly_cloudy primary water
test_6060,agriculture partly_cloudy primary water
test_6061,agriculture clear cultivation primary
test_6062,clear primary
test_6063,clear primary
test_6064,agriculture haze primary road
test_6065,clear primary
test_6066,agriculture clear habitation primary road
test_6067,agriculture habitation partly_cloudy primary road
test_6068,clear primary
test_6069,agriculture clear habitation primary road
test_6070,agriculture clear habitation primary road
test_6071,clear primary
test_6072,clear primary
test_6073,clear primary
test_6074,agriculture habitation partly_cloudy primary road
test_6075,partly_cloudy primary
test_6076,clear primary
test_6077,partly_cloudy primary
test_6078,agriculture clear primary
test_6079,clear primary
test_6080,clear primary
test_6081,partly_cloudy primary
test_6082,agriculture clear cultivation primary
test_6083,agriculture clear cultivation primary
test_6084,clear primary road water
test_6085,clear primary water
test_6086,agriculture bare_ground clear habitation primary road
test_6087,agriculture clear cultivation habitation primary
test_6088,clear primary
test_6089,clear primary
test_6090,clear primary
test_6091,clear primary
test_6092,clear primary
test_6093,clear primary
test_6094,cultivation habitation partly_cloudy primary
test_6095,clear primary water
test_6096,haze primary water
test_6097,clear primary selective_logging
test_6098,agriculture clear primary water
test_6099,clear primary
test_6100,clear primary
test_6101,primary water
test_6102,partly_cloudy primary
test_6103,partly_cloudy primary
test_6104,agriculture haze primary road water
test_6105,clear primary
test_6106,agriculture clear habitation primary road
test_6107,clear primary
test_6108,clear primary
test_6109,agriculture cultivation partly_cloudy primary road
test_6110,agriculture primary
test_6111,clear primary water
test_6112,clear primary
test_6113,clear primary
test_6114,haze primary
test_6115,agriculture bare_ground clear
test_6116,agriculture clear habitation primary road
test_6117,clear primary
test_6118,clear primary
test_6119,clear primary
test_6120,primary
test_6121,clear primary water
test_6122,clear primary
test_6123,agriculture partly_cloudy primary water
test_6124,clear primary
test_6125,clear primary
test_6126,agriculture bare_ground clear primary
test_6127,clear primary
test_6128,clear primary water
test_6129,clear primary water
test_6130,clear primary
test_6131,clear cultivation primary
test_6132,cloudy haze primary
test_6133,clear primary
test_6134,partly_cloudy primary water
test_6135,agriculture clear cultivation primary
test_6136,clear primary
test_6137,clear primary
test_6138,clear primary
test_6139,partly_cloudy primary
test_6140,cloudy
test_6141,clear primary
test_6142,clear primary
test_6143,clear primary
test_6144,clear primary
test_6145,clear primary
test_6146,clear primary
test_6147,partly_cloudy primary
test_6148,clear primary
test_6149,partly_cloudy primary
test_6150,clear primary
test_6151,artisinal_mine bare_ground clear conventional_mine primary road water
test_6152,clear cultivation primary
test_6153,clear primary
test_6154,clear primary
test_6155,clear primary
test_6156,clear primary
test_6157,clear primary water
test_6158,clear primary
test_6159,cloudy
test_6160,clear primary
test_6161,agriculture clear primary road
test_6162,agriculture clear cultivation primary
test_6163,clear primary
test_6164,clear primary water
test_6165,clear primary
test_6166,clear primary water
test_6167,clear primary
test_6168,clear primary
test_6169,agriculture clear primary water
test_6170,clear primary
test_6171,agriculture clear cultivation habitation primary water
test_6172,agriculture clear primary road
test_6173,blooming clear primary
test_6174,clear primary
test_6175,agriculture cultivation habitation partly_cloudy primary road
test_6176,clear primary
test_6177,agriculture clear primary
test_6178,agriculture partly_cloudy primary road water
test_6179,clear primary water
test_6180,haze primary
test_6181,clear primary water
test_6182,clear primary road water
test_6183,partly_cloudy primary
test_6184,clear primary
test_6185,clear primary
test_6186,partly_cloudy primary water
test_6187,clear primary water
test_6188,agriculture clear habitation primary road
test_6189,clear primary water
test_6190,clear primary
test_6191,artisinal_mine partly_cloudy primary water
test_6192,clear primary
test_6193,agriculture clear cultivation primary
test_6194,partly_cloudy primary
test_6195,haze primary
test_6196,agriculture clear primary road
test_6197,partly_cloudy primary
test_6198,agriculture clear primary road
test_6199,agriculture cultivation partly_cloudy primary
test_6200,clear primary
test_6201,agriculture bare_ground clear habitation road
test_6202,clear primary
test_6203,clear primary
test_6204,clear primary
test_6205,clear primary
test_6206,agriculture clear cultivation habitation primary
test_6207,agriculture clear cultivation primary
test_6208,agriculture cultivation partly_cloudy primary
test_6209,clear primary
test_6210,clear cultivation primary
test_6211,clear primary
test_6212,clear primary water
test_6213,agriculture partly_cloudy primary
test_6214,agriculture clear cultivation primary
test_6215,agriculture clear primary
test_6216,clear primary road water
test_6217,agriculture clear habitation primary road
test_6218,clear primary water
test_6219,clear primary
test_6220,partly_cloudy primary
test_6221,clear primary
test_6222,clear primary
test_6223,clear primary
test_6224,clear primary
test_6225,partly_cloudy primary
test_6226,agriculture primary road
test_6227,partly_cloudy primary
test_6228,agriculture clear cultivation habitation primary road
test_6229,clear primary
test_6230,clear primary
test_6231,clear primary
test_6232,clear primary water
test_6233,clear primary
test_6234,agriculture clear primary road
test_6235,clear primary
test_6236,clear primary
test_6237,clear primary road water
test_6238,cloudy
test_6239,clear primary
test_6240,clear primary
test_6241,clear primary
test_6242,partly_cloudy primary
test_6243,clear primary
test_6244,clear primary
test_6245,partly_cloudy primary
test_6246,agriculture clear primary road
test_6247,cloudy
test_6248,partly_cloudy primary
test_6249,partly_cloudy primary
test_6250,partly_cloudy primary
test_6251,partly_cloudy primary
test_6252,clear primary water
test_6253,clear primary
test_6254,clear primary water
test_6255,agriculture cultivation habitation partly_cloudy primary road
test_6256,haze primary
test_6257,clear primary road water
test_6258,clear primary
test_6259,agriculture clear cultivation habitation primary
test_6260,agriculture partly_cloudy primary road
test_6261,clear primary
test_6262,haze primary water
test_6263,clear primary water
test_6264,clear cultivation primary
test_6265,partly_cloudy primary
test_6266,partly_cloudy primary
test_6267,agriculture artisinal_mine bare_ground clear primary road water
test_6268,clear primary
test_6269,agriculture partly_cloudy primary road
test_6270,agriculture clear habitation primary road
test_6271,clear cultivation primary
test_6272,partly_cloudy primary
test_6273,clear primary
test_6274,agriculture clear habitation primary road water
test_6275,clear primary
test_6276,clear primary selective_logging
test_6277,partly_cloudy primary water
test_6278,agriculture clear primary road
test_6279,agriculture clear primary road
test_6280,clear primary
test_6281,clear cultivation primary
test_6282,agriculture clear habitation primary road
test_6283,clear primary
test_6284,clear primary
test_6285,clear primary
test_6286,agriculture clear primary road
test_6287,agriculture bare_ground clear primary road
test_6288,agriculture clear habitation primary road
test_6289,clear haze primary water
test_6290,blooming clear cultivation primary selective_logging
test_6291,partly_cloudy primary
test_6292,clear primary
test_6293,agriculture clear cultivation primary
test_6294,partly_cloudy primary
test_6295,clear primary
test_6296,cloudy
test_6297,partly_cloudy primary water
test_6298,haze primary
test_6299,agriculture partly_cloudy primary road
test_6300,cloudy
test_6301,clear primary
test_6302,clear primary
test_6303,partly_cloudy primary
test_6304,agriculture clear cultivation primary
test_6305,partly_cloudy primary
test_6306,agriculture partly_cloudy primary road water
test_6307,agriculture clear cultivation primary
test_6308,cloudy
test_6309,agriculture haze primary road water
test_6310,clear primary
test_6311,clear primary road water
test_6312,agriculture clear habitation primary road
test_6313,clear primary
test_6314,clear primary
test_6315,clear primary
test_6316,partly_cloudy primary
test_6317,cloudy
test_6318,clear primary
test_6319,partly_cloudy primary
test_6320,agriculture clear cultivation primary road
test_6321,clear primary
test_6322,clear primary
test_6323,clear primary
test_6324,clear primary
test_6325,cloudy partly_cloudy water
test_6326,clear primary
test_6327,primary water
test_6328,partly_cloudy primary
test_6329,clear primary
test_6330,clear primary
test_6331,clear primary water
test_6332,partly_cloudy primary
test_6333,clear primary
test_6334,agriculture partly_cloudy primary water
test_6335,clear primary
test_6336,clear primary
test_6337,clear primary water
test_6338,artisinal_mine clear primary water
test_6339,agriculture cultivation habitation partly_cloudy primary road water
test_6340,partly_cloudy primary
test_6341,clear primary
test_6342,clear primary
test_6343,clear primary
test_6344,clear primary
test_6345,clear primary
test_6346,partly_cloudy primary
test_6347,agriculture clear habitation primary
test_6348,clear primary road
test_6349,agriculture clear cultivation primary road
test_6350,clear primary road water
test_6351,agriculture clear cultivation primary slash_burn
test_6352,partly_cloudy primary
test_6353,clear primary
test_6354,cloudy primary
test_6355,clear primary
test_6356,partly_cloudy primary
test_6357,partly_cloudy primary
test_6358,clear primary
test_6359,clear primary
test_6360,agriculture habitation partly_cloudy primary road
test_6361,primary road water
test_6362,cloudy
test_6363,cloudy
test_6364,partly_cloudy primary
test_6365,partly_cloudy primary
test_6366,partly_cloudy primary
test_6367,partly_cloudy primary water
test_6368,agriculture clear primary road
test_6369,clear primary
test_6370,clear primary
test_6371,clear primary road water
test_6372,agriculture clear primary
test_6373,clear primary
test_6374,clear primary
test_6375,clear primary water
test_6376,clear primary
test_6377,clear primary
test_6378,partly_cloudy water
test_6379,clear primary
test_6380,clear primary
test_6381,clear primary
test_6382,haze primary
test_6383,agriculture clear habitation primary water
test_6384,agriculture clear cultivation habitation primary
test_6385,agriculture clear habitation primary road
test_6386,clear haze primary
test_6387,agriculture clear habitation primary road
test_6388,agriculture clear primary road water
test_6389,clear primary
test_6390,cloudy
test_6391,agriculture clear primary water
test_6392,haze primary
test_6393,clear primary
test_6394,clear partly_cloudy primary
test_6395,clear primary
test_6396,clear primary
test_6397,cloudy
test_6398,clear primary
test_6399,partly_cloudy primary
test_6400,haze primary
test_6401,agriculture partly_cloudy primary road water
test_6402,agriculture clear primary
test_6403,clear primary
test_6404,partly_cloudy primary
test_6405,artisinal_mine clear cultivation primary water
test_6406,clear primary
test_6407,partly_cloudy primary
test_6408,blooming clear primary
test_6409,haze primary
test_6410,clear primary
test_6411,agriculture clear primary road
test_6412,cloudy
test_6413,agriculture clear cultivation habitation primary road
test_6414,clear primary
test_6415,agriculture clear cultivation primary
test_6416,cloudy
test_6417,cloudy
test_6418,partly_cloudy primary water
test_6419,cloudy
test_6420,clear primary
test_6421,clear primary road water
test_6422,clear primary water
test_6423,agriculture clear cultivation primary
test_6424,agriculture primary road
test_6425,clear primary
test_6426,agriculture clear cultivation habitation primary road
test_6427,agriculture clear cultivation primary
