image_name,tags
test_2381,clear primary water cultivation agriculture
test_2382,clear primary water cultivation habitation agriculture road
test_2383,clear primary water agriculture road
test_2384,clear primary water habitation agriculture road
test_2385,primary cloudy partly_cloudy
test_2386,clear primary cultivation habitation agriculture road
test_2387,clear primary
test_2388,primary water partly_cloudy agriculture
test_2389,clear primary cultivation agriculture
test_2390,clear primary cultivation agriculture
test_2391,clear primary water cultivation agriculture
test_2392,clear primary water cultivation agriculture road
test_2393,clear primary cultivation habitation agriculture road
test_2394,clear primary water cultivation partly_cloudy agriculture road
test_2395,clear primary water agriculture road
test_2396,primary water partly_cloudy agriculture
test_2397,clear primary
test_2398,clear primary
test_2399,clear primary water cultivation agriculture road
test_2400,primary cloudy
test_2401,primary haze
test_2402,clear primary
test_2403,clear primary water agriculture road
test_2404,clear primary water cultivation agriculture
test_2405,clear primary
test_2406,clear primary
test_2407,clear primary haze cultivation partly_cloudy agriculture
test_2408,clear primary
test_2409,clear primary haze
test_2410,clear primary haze agriculture
test_2411,clear primary
test_2412,primary cloudy
test_2413,clear primary
test_2414,clear primary
test_2415,primary haze
test_2416,cloudy
test_2417,clear primary water agriculture road
test_2418,clear primary cultivation agriculture
test_2419,primary partly_cloudy agriculture
test_2420,clear primary water
test_2421,clear primary water agriculture road
test_2422,clear primary
test_2423,clear primary haze
test_2424,primary partly_cloudy
test_2425,clear primary water cultivation partly_cloudy agriculture
test_2426,clear primary agriculture road
test_2427,primary partly_cloudy
test_2428,primary cloudy haze
test_2429,cloudy haze
test_2430,clear primary
test_2431,clear primary water haze cultivation agriculture road
test_2432,clear primary
test_2433,clear primary
test_2434,clear primary
test_2435,clear primary water agriculture road
test_2436,clear primary water partly_cloudy habitation agriculture road
test_2437,clear primary
test_2438,clear primary habitation agriculture road
test_2439,clear primary water partly_cloudy agriculture
test_2440,clear primary
test_2441,clear primary water haze cultivation agriculture road
test_2442,clear primary
test_2443,clear primary
test_2444,clear primary water cultivation agriculture road
test_2445,clear primary partly_cloudy agriculture road
test_2446,clear primary water
test_2447,primary water partly_cloudy
test_2448,clear primary cultivation agriculture
test_2449,primary partly_cloudy
test_2450,clear primary water partly_cloudy artisinal_mine agriculture road
test_2451,clear primary
test_2452,clear primary
test_2453,primary cloudy water partly_cloudy agriculture
test_2454,clear primary water habitation agriculture road
test_2455,clear primary
test_2456,clear primary
test_2457,clear primary
test_2458,clear primary water agriculture road
test_2459,clear primary
test_2460,primary cloudy haze
test_2461,clear primary
test_2462,clear primary
test_2463,clear primary cultivation agriculture
test_2464,clear primary
test_2465,clear primary
test_2466,clear primary water cultivation agriculture road
test_2467,clear primary water
test_2468,primary water partly_cloudy agriculture road
test_2469,clear primary
test_2470,clear primary water agriculture road
test_2471,clear primary water cultivation habitation agriculture road
test_2472,clear primary water partly_cloudy habitation agriculture road
test_2473,clear primary water agriculture
test_2474,primary partly_cloudy agriculture road
test_2475,clear primary
test_2476,primary partly_cloudy
test_2477,clear primary
test_2478,clear primary habitation agriculture road
test_2479,clear primary water cultivation partly_cloudy agriculture
test_2480,clear primary
test_2481,clear primary water agriculture road
test_2482,primary partly_cloudy agriculture
test_2483,clear primary
test_2484,clear primary
test_2485,clear primary water cultivation partly_cloudy agriculture
test_2486,clear primary
test_2487,primary partly_cloudy
test_2488,clear primary haze cultivation agriculture
test_2489,clear primary water cultivation agriculture road
test_2490,clear primary
test_2491,clear primary agriculture road
test_2492,clear primary
test_2493,clear primary bare_ground agriculture road
test_2494,primary water partly_cloudy agriculture
test_2495,clear primary partly_cloudy
test_2496,clear primary water cultivation habitation agriculture road
test_2497,clear primary
test_2498,clear primary
test_2499,clear primary
test_2500,primary partly_cloudy
test_2501,primary partly_cloudy agriculture
test_2502,primary cloudy haze
test_2503,clear primary
test_2504,clear primary
test_2505,clear primary
test_2506,clear primary water cultivation agriculture road
test_2507,primary partly_cloudy
test_2508,primary cloudy water partly_cloudy
test_2509,clear primary water habitation agriculture road
test_2510,clear primary water agriculture road
test_2511,clear primary water habitation agriculture road
test_2512,clear primary
test_2513,primary partly_cloudy agriculture
test_2514,clear primary partly_cloudy agriculture
test_2515,clear primary water cultivation agriculture
test_2516,primary partly_cloudy agriculture road
test_2517,clear primary water haze agriculture road
test_2518,primary water haze cultivation agriculture
test_2519,clear primary partly_cloudy habitation agriculture road
test_2520,clear primary water haze agriculture road
test_2521,clear primary water agriculture
test_2522,clear primary
test_2523,clear primary
test_2524,cloudy
test_2525,clear primary
test_2526,clear primary water cultivation agriculture road
test_2527,primary cloudy haze
test_2528,clear primary water haze cultivation habitation agriculture road
test_2529,clear primary habitation agriculture road
test_2530,clear primary
test_2531,clear primary water habitation agriculture road
test_2532,primary cloudy partly_cloudy
test_2533,clear primary cultivation
test_2534,clear primary water cultivation agriculture road
test_2535,clear primary cultivation habitation agriculture road
test_2536,clear primary water partly_cloudy
test_2537,clear primary
test_2538,clear primary
test_2539,clear primary water cultivation agriculture road
test_2540,clear primary water habitation agriculture road
test_2541,clear primary agriculture road
test_2542,clear primary water agriculture road
test_2543,clear primary
test_2544,clear primary cultivation habitation agriculture road
test_2545,clear primary
test_2546,clear primary water agriculture
test_2547,clear primary
test_2548,clear primary water cultivation agriculture road
test_2549,clear primary water haze agriculture road
test_2550,clear primary water agriculture road
test_2551,clear primary
test_2552,primary cloudy
test_2553,clear primary water cultivation road selective_logging
test_2554,primary partly_cloudy agriculture
test_2555,clear primary
test_2556,clear primary
test_2557,primary water partly_cloudy agriculture
test_2558,primary cloudy haze
test_2559,clear primary haze cultivation agriculture
test_2560,primary water haze partly_cloudy agriculture
test_2561,clear primary partly_cloudy habitation agriculture road
test_2562,clear primary water partly_cloudy agriculture road
test_2563,clear primary
test_2564,cloudy
test_2565,clear primary water habitation agriculture road
test_2566,clear primary road selective_logging
test_2567,clear primary
test_2568,clear primary
test_2569,clear primary
test_2570,clear primary
test_2571,clear primary
test_2572,clear primary water haze cultivation agriculture road
test_2573,clear primary water cultivation partly_cloudy agriculture road
test_2574,clear primary
test_2575,clear primary agriculture
test_2576,clear primary water cultivation agriculture road
test_2577,clear primary water habitation agriculture road
test_2578,cloudy
test_2579,clear primary cultivation agriculture
test_2580,clear primary
test_2581,clear primary
test_2582,primary water haze
test_2583,clear primary
test_2584,clear primary
test_2585,clear primary cultivation habitation agriculture road
test_2586,primary haze
test_2587,clear primary
test_2588,clear primary
test_2589,clear primary
test_2590,clear primary
test_2591,clear primary water habitation agriculture road
test_2592,primary cloudy haze
test_2593,primary partly_cloudy agriculture
test_2594,cloudy
test_2595,clear primary
test_2596,clear primary
test_2597,clear primary haze
test_2598,primary cloudy
test_2599,clear primary
test_2600,clear primary
test_2601,primary partly_cloudy agriculture
test_2602,clear primary water cultivation habitation agriculture road
test_2603,clear primary
test_2604,cloudy
test_2605,clear primary
test_2606,primary partly_cloudy agriculture
test_2607,clear primary agriculture road
test_2608,primary partly_cloudy agriculture road
test_2609,clear primary
test_2610,clear primary
test_2611,clear primary
test_2612,primary cloudy
test_2613,clear primary agriculture road
test_2614,clear primary
test_2615,primary partly_cloudy
test_2616,clear primary
test_2617,clear primary
test_2618,clear primary haze
test_2619,clear primary water road
test_2620,primary partly_cloudy habitation agriculture road
test_2621,clear primary
test_2622,primary partly_cloudy
test_2623,primary water partly_cloudy habitation agriculture road
test_2624,clear primary water haze agriculture road
test_2625,primary water partly_cloudy agriculture
test_2626,clear primary water cultivation agriculture
test_2627,clear primary
test_2628,clear primary
test_2629,primary cloudy water partly_cloudy
test_2630,clear primary water agriculture
test_2631,primary partly_cloudy
test_2632,clear primary water haze cultivation habitation agriculture road
test_2633,clear primary
test_2634,clear primary habitation agriculture road
test_2635,clear primary
test_2636,clear primary water cultivation habitation agriculture road
test_2637,clear primary cultivation habitation agriculture road
test_2638,primary cloudy haze
test_2639,primary water partly_cloudy agriculture road
test_2640,primary cloudy haze
test_2641,primary cloudy water
test_2642,clear primary water agriculture road
test_2643,primary partly_cloudy
test_2644,clear primary water cultivation habitation agriculture road
test_2645,clear primary water cultivation agriculture
test_2646,clear primary water cultivation agriculture road
test_2647,clear primary
test_2648,clear primary
test_2649,clear primary
test_2650,clear primary
test_2651,primary water partly_cloudy habitation agriculture road
test_2652,clear primary water cultivation partly_cloudy habitation agriculture road
test_2653,primary haze
test_2654,cloudy
test_2655,clear primary cultivation agriculture
test_2656,clear primary
test_2657,clear primary water agriculture road
test_2658,clear primary cultivation habitation agriculture road
test_2659,clear primary
test_2660,clear primary water
test_2661,clear primary
test_2662,clear primary
test_2663,clear primary
test_2664,clear primary water cultivation habitation agriculture road
test_2665,clear primary
test_2666,clear primary
test_2667,primary cloudy haze
test_2668,clear primary
test_2669,clear primary water agriculture
test_2670,clear primary
test_2671,clear primary
test_2672,clear primary
test_2673,clear primary water cultivation partly_cloudy road
test_2674,clear primary cloudy partly_cloudy agriculture road
test_2675,clear primary
test_2676,primary haze
test_2677,clear primary
test_2678,clear primary water cultivation habitation agriculture road
test_2679,primary cloudy partly_cloudy
test_2680,primary partly_cloudy agriculture
test_2681,clear primary
test_2682,clear primary water haze agriculture road
test_2683,primary haze cultivation agriculture
test_2684,clear primary partly_cloudy agriculture
test_2685,clear primary water habitation agriculture road
test_2686,primary water partly_cloudy habitation agriculture
test_2687,clear primary
test_2688,clear primary
test_2689,clear primary
test_2690,clear primary
test_2691,clear primary
test_2692,cloudy
test_2693,clear primary
test_2694,clear primary
test_2695,clear primary water cultivation agriculture road
test_2696,clear primary
test_2697,primary water cultivation partly_cloudy habitation agriculture
test_2698,clear primary haze
test_2699,clear primary water agriculture
test_2700,primary partly_cloudy agriculture road
test_2701,clear primary
test_2702,primary water haze
test_2703,clear primary
test_2704,clear primary
test_2705,primary water partly_cloudy agriculture road
test_2706,clear primary cultivation agriculture
test_2707,primary partly_cloudy agriculture
test_2708,primary water haze agriculture road
test_2709,clear primary
test_2710,clear primary water cultivation habitation agriculture road
test_2711,clear primary habitation bare_ground agriculture road
test_2712,clear primary water cultivation habitation agriculture road
test_2713,clear primary water cultivation agriculture
test_2714,clear primary water cultivation agriculture road
test_2715,primary cloudy water haze agriculture
test_2716,clear primary
test_2717,clear primary cultivation agriculture
test_2718,primary cloudy water partly_cloudy agriculture road
test_2719,primary partly_cloudy agriculture
test_2720,clear primary partly_cloudy
test_2721,clear primary cultivation habitation agriculture road
test_2722,clear primary cultivation agriculture road
test_2723,clear primary water road
test_2724,clear primary
test_2725,clear primary
test_2726,clear primary water habitation agriculture road
test_2727,primary water haze agriculture road
test_2728,clear primary
test_2729,cloudy
test_2730,primary haze
test_2731,clear primary
test_2732,clear primary habitation agriculture road
test_2733,clear primary haze
test_2734,clear primary
test_2735,primary cloudy agriculture
test_2736,clear primary cultivation agriculture
test_2737,clear primary water agriculture
test_2738,primary partly_cloudy agriculture road
test_2739,primary cloudy partly_cloudy
test_2740,clear primary haze agriculture
test_2741,clear primary water agriculture
test_2742,primary partly_cloudy agriculture
test_2743,clear primary bare_ground agriculture road
test_2744,clear primary
test_2745,clear primary
test_2746,primary water partly_cloudy
test_2747,clear primary
test_2748,primary water partly_cloudy agriculture
test_2749,clear primary water habitation agriculture road
test_2750,clear primary
test_2751,clear primary water cultivation habitation agriculture road
test_2752,clear primary cultivation agriculture
test_2753,clear primary water agriculture road
test_2754,primary partly_cloudy agriculture
test_2755,clear primary
test_2756,clear primary water habitation agriculture road
test_2757,clear primary water cultivation agriculture road
test_2758,clear primary water habitation agriculture road
test_2759,clear primary
test_2760,primary haze
test_2761,clear primary
test_2762,clear primary cultivation agriculture
test_2763,cloudy
test_2764,clear primary
test_2765,clear primary
test_2766,clear primary
test_2767,clear primary water cultivation agriculture road
test_2768,clear primary
test_2769,primary partly_cloudy agriculture
test_2770,primary cloudy
test_2771,clear primary cultivation habitation agriculture road
test_2772,primary haze partly_cloudy agriculture road
test_2773,primary partly_cloudy agriculture road
test_2774,clear primary water cultivation habitation agriculture road
test_2775,clear primary cultivation partly_cloudy habitation agriculture road
test_2776,clear primary water artisinal_mine habitation agriculture road
test_2777,clear primary cultivation agriculture
test_2778,primary water haze cultivation agriculture road
test_2779,clear primary
test_2780,clear primary water
test_2781,clear primary water cultivation agriculture road selective_logging
test_2782,primary partly_cloudy agriculture
test_2783,clear primary water habitation agriculture road
test_2784,clear primary water agriculture road
test_2785,clear primary water agriculture
test_2786,primary water partly_cloudy habitation agriculture road
test_2787,primary water haze partly_cloudy agriculture road
test_2788,clear primary water cultivation agriculture road
test_2789,clear primary
test_2790,clear primary partly_cloudy
test_2791,clear primary water agriculture road
test_2792,clear primary habitation agriculture road
test_2793,primary water partly_cloudy agriculture road
test_2794,clear primary
test_2795,clear primary
test_2796,clear primary water partly_cloudy
test_2797,primary water partly_cloudy agriculture road
test_2798,clear primary
test_2799,clear primary water agriculture
test_2800,primary partly_cloudy agriculture
test_2801,clear primary water cultivation habitation agriculture road
test_2802,clear primary
test_2803,clear primary water cultivation agriculture road
test_2804,clear primary haze agriculture road
test_2805,clear primary water cultivation agriculture
test_2806,primary cloudy
test_2807,clear primary cultivation agriculture road
test_2808,clear primary water
test_2809,clear primary partly_cloudy
test_2810,primary water partly_cloudy
test_2811,primary haze partly_cloudy agriculture
test_2812,clear primary
test_2813,primary partly_cloudy agriculture road
test_2814,clear primary
test_2815,clear primary
test_2816,clear primary
test_2817,clear primary
test_2818,clear primary
test_2819,clear primary cultivation habitation agriculture road
test_2820,primary water haze cultivation agriculture
test_2821,primary water partly_cloudy
test_2822,clear primary
test_2823,clear primary
test_2824,clear primary agriculture road
test_2825,clear primary water agriculture road
test_2826,clear primary
test_2827,clear primary road
test_2828,clear primary
test_2829,clear primary
test_2830,clear primary
test_2831,clear primary agriculture road
test_2832,clear primary water cultivation habitation agriculture road
test_2833,clear primary
test_2834,clear primary water partly_cloudy habitation agriculture road
test_2835,clear primary partly_cloudy agriculture
test_2836,cloudy
test_2837,clear primary water cultivation habitation agriculture road
test_2838,clear primary
test_2839,clear primary water agriculture road
test_2840,clear primary
test_2841,clear primary water cultivation agriculture road
test_2842,clear primary water
test_2843,clear primary agriculture road
test_2844,primary cloudy partly_cloudy agriculture road
test_2845,clear primary
test_2846,primary water partly_cloudy agriculture road
test_2847,clear primary cultivation agriculture
test_2848,clear primary water habitation agriculture road
test_2849,primary cloudy partly_cloudy
test_2850,clear primary cultivation agriculture
test_2851,clear primary
test_2852,clear primary
test_2853,clear primary
test_2854,clear primary agriculture road
test_2855,clear primary
test_2856,clear primary
test_2857,clear primary partly_cloudy
test_2858,clear primary
test_2859,clear primary water agriculture road
test_2860,clear primary partly_cloudy agriculture road
test_2861,clear primary water cultivation habitation agriculture road
test_2862,clear primary
test_2863,primary cloudy
test_2864,clear primary agriculture road
test_2865,clear primary
test_2866,primary cloudy
test_2867,clear primary water habitation agriculture road
test_2868,clear primary
test_2869,clear primary water partly_cloudy agriculture
test_2870,clear primary
test_2871,clear primary partly_cloudy habitation agriculture road
test_2872,clear primary water partly_cloudy
test_2873,clear primary water habitation agriculture road
test_2874,primary cloudy water haze
test_2875,clear primary
test_2876,clear primary agriculture
test_2877,clear primary agriculture road
test_2878,primary cloudy haze
test_2879,clear primary water agriculture
test_2880,clear primary
test_2881,clear primary
test_2882,clear primary cultivation agriculture
test_2883,clear primary
test_2884,clear primary
test_2885,primary haze
test_2886,clear primary water cultivation agriculture road
test_2887,clear primary
test_2888,clear primary
test_2889,clear primary water cultivation habitation agriculture road
test_2890,clear primary
test_2891,clear primary water cultivation agriculture road
test_2892,clear primary
test_2893,clear primary water cultivation agriculture road
test_2894,primary water haze agriculture road
test_2895,clear primary
test_2896,clear primary haze bare_ground agriculture
test_2897,clear primary habitation agriculture road
test_2898,primary water haze agriculture road
test_2899,primary partly_cloudy
test_2900,clear primary
test_2901,clear primary water
test_2902,primary water haze partly_cloudy
test_2903,clear primary partly_cloudy habitation agriculture road
test_2904,clear primary water cultivation agriculture
test_2905,clear primary
test_2906,clear primary cultivation agriculture road
test_2907,clear primary cultivation agriculture
test_2908,clear primary
test_2909,clear primary water cultivation habitation agriculture road
test_2910,primary water cultivation partly_cloudy agriculture
test_2911,clear primary water agriculture road
test_2912,clear primary water cultivation partly_cloudy agriculture road
test_2913,clear primary partly_cloudy agriculture
test_2914,primary water partly_cloudy
test_2915,clear primary water cultivation habitation road
test_2916,clear primary
test_2917,clear primary water partly_cloudy
test_2918,primary water partly_cloudy agriculture
test_2919,clear primary
test_2920,clear primary cultivation agriculture
test_2921,clear primary water cultivation
test_2922,clear primary water cultivation agriculture road
test_2923,primary partly_cloudy
test_2924,clear primary
test_2925,clear primary
test_2926,clear primary water agriculture road
test_2927,clear primary
test_2928,clear primary water agriculture road
test_2929,clear primary
test_2930,primary haze
test_2931,clear primary
test_2932,clear primary
test_2933,clear primary
test_2934,clear primary
test_2935,clear primary water cultivation agriculture
test_2936,clear primary water agriculture road
test_2937,primary cloudy
test_2938,primary partly_cloudy agriculture road
test_2939,clear primary
test_2940,clear primary
test_2941,clear primary
test_2942,clear primary
test_2943,clear primary
test_2944,clear primary
test_2945,clear primary water cultivation agriculture
test_2946,clear primary partly_cloudy
test_2947,primary water partly_cloudy agriculture
test_2948,clear primary
test_2949,clear primary
test_2950,clear primary water cultivation habitation agriculture road
test_2951,clear primary agriculture
test_2952,clear primary
test_2953,clear primary water partly_cloudy agriculture road
test_2954,clear primary habitation agriculture road
test_2955,primary partly_cloudy
test_2956,clear primary water agriculture road
test_2957,primary haze
test_2958,clear primary water cultivation agriculture
test_2959,clear primary water agriculture road
test_2960,clear primary water haze cultivation agriculture road
test_2961,clear primary cultivation habitation agriculture road
test_2962,cloudy
test_2963,clear primary water habitation agriculture road
test_2964,clear primary
test_2965,clear primary water cultivation partly_cloudy agriculture road
test_2966,clear primary
test_2967,primary water partly_cloudy
test_2968,clear primary
test_2969,clear primary water haze agriculture road
test_2970,clear primary water cultivation habitation agriculture road
test_2971,primary partly_cloudy agriculture
test_2972,clear primary water cultivation agriculture
test_2973,clear primary water artisinal_mine agriculture road
test_2974,clear primary partly_cloudy agriculture
test_2975,clear primary
test_2976,clear primary water cultivation agriculture road
test_2977,clear primary haze agriculture
test_2978,clear primary
test_2979,primary water partly_cloudy habitation agriculture road
test_2980,primary haze
test_2981,clear primary
test_2982,clear primary agriculture road
test_2983,primary partly_cloudy agriculture road
test_2984,primary haze
test_2985,clear primary water cultivation habitation agriculture road
test_2986,clear primary
test_2987,clear primary water agriculture
test_2988,clear primary habitation agriculture
test_2989,clear primary
test_2990,clear primary cultivation agriculture
test_2991,clear primary water cultivation partly_cloudy habitation agriculture road
test_2992,primary water partly_cloudy agriculture road
test_2993,clear primary water partly_cloudy
test_2994,clear primary water haze partly_cloudy agriculture
test_2995,cloudy
test_2996,clear primary water cultivation agriculture road
test_2997,clear primary water habitation agriculture road
test_2998,clear primary
test_2999,clear primary water cultivation partly_cloudy road
test_3000,primary cloudy haze
test_3001,clear primary
test_3002,clear primary water cultivation habitation agriculture road
test_3003,clear primary
test_3004,clear primary water partly_cloudy habitation agriculture road
test_3005,clear primary
test_3006,clear primary
test_3007,clear primary
test_3008,clear primary
test_3009,clear primary water cultivation habitation agriculture road
test_3010,clear primary water cultivation agriculture road
test_3011,clear primary water habitation agriculture road
test_3012,primary cloudy haze
test_3013,primary cloudy water haze agriculture
test_3014,clear primary agriculture road
test_3015,clear primary water agriculture road
test_3016,clear primary water habitation agriculture road
test_3017,primary cloudy
test_3018,clear primary partly_cloudy agriculture road
test_3019,primary cloudy haze
test_3020,clear primary water cultivation habitation agriculture road
test_3021,clear primary
test_3022,clear primary water cultivation agriculture
test_3023,clear primary water cultivation agriculture road
test_3024,clear primary water cultivation road
test_3025,clear primary water agriculture road
test_3026,clear primary water agriculture road
test_3027,primary water partly_cloudy agriculture
test_3028,primary water partly_cloudy agriculture
test_3029,clear primary
test_3030,clear primary water agriculture
test_3031,clear primary water cultivation partly_cloudy agriculture
test_3032,clear primary water cultivation habitation agriculture road
test_3033,clear primary
test_3034,clear primary
test_3035,clear primary
test_3036,clear primary
test_3037,primary haze
test_3038,clear primary
test_3039,clear primary
test_3040,clear primary agriculture road
test_3041,primary water haze agriculture
test_3042,primary haze
test_3043,clear primary
test_3044,primary water partly_cloudy habitation agriculture road
test_3045,clear primary
test_3046,clear primary cultivation habitation agriculture road
test_3047,clear primary water cultivation agriculture road
test_3048,clear primary
test_3049,clear primary water road
test_3050,clear primary
test_3051,clear primary
test_3052,clear primary
test_3053,clear primary
test_3054,clear primary water haze habitation agriculture road
test_3055,clear primary water cultivation partly_cloudy agriculture
test_3056,clear primary
test_3057,primary water partly_cloudy habitation agriculture road
test_3058,clear primary
test_3059,primary cloudy
test_3060,clear primary
test_3061,clear primary
test_3062,clear primary water cultivation agriculture
test_3063,clear primary
test_3064,clear primary
test_3065,clear primary water cultivation agriculture road
test_3066,clear primary habitation agriculture road
test_3067,clear primary
test_3068,clear primary water cultivation agriculture road
test_3069,primary partly_cloudy habitation agriculture road
test_3070,clear primary
test_3071,clear primary
test_3072,primary cloudy water partly_cloudy
test_3073,clear primary habitation agriculture road
test_3074,clear primary
test_3075,primary water partly_cloudy agriculture
test_3076,clear primary water agriculture road
test_3077,clear primary water partly_cloudy habitation agriculture road
test_3078,clear primary cultivation partly_cloudy
test_3079,clear primary
test_3080,clear primary
test_3081,cloudy water
test_3082,clear primary
test_3083,cloudy water
test_3084,primary partly_cloudy
test_3085,clear primary water agriculture road
test_3086,clear primary
test_3087,clear primary cultivation
test_3088,primary water partly_cloudy agriculture
test_3089,primary partly_cloudy agriculture
test_3090,clear primary
test_3091,clear primary habitation agriculture road
test_3092,clear primary
test_3093,clear primary
test_3094,primary partly_cloudy agriculture road
test_3095,clear primary
test_3096,clear primary haze
test_3097,clear primary
test_3098,clear primary water habitation agriculture road
test_3099,primary water haze cultivation agriculture
test_3100,clear primary
test_3101,clear primary partly_cloudy habitation agriculture road
test_3102,clear primary water partly_cloudy habitation agriculture road
test_3103,clear primary water haze habitation agriculture road
test_3104,clear primary
test_3105,clear primary
test_3106,clear primary
test_3107,clear primary habitation agriculture road
test_3108,primary cloudy haze
test_3109,clear primary
test_3110,primary water partly_cloudy
test_3111,clear primary water cultivation partly_cloudy agriculture road
test_3112,clear primary water agriculture road
test_3113,clear primary water agriculture
test_3114,clear primary water agriculture road
test_3115,clear primary
test_3116,clear primary haze agriculture
test_3117,clear primary water haze agriculture road
test_3118,primary water partly_cloudy
test_3119,clear primary agriculture
test_3120,clear primary water agriculture road
test_3121,clear primary
test_3122,clear primary
test_3123,clear primary
test_3124,cloudy
test_3125,clear primary water partly_cloudy road
test_3126,clear primary water cultivation agriculture road
test_3127,clear primary
test_3128,clear primary
test_3129,clear primary
test_3130,clear primary
test_3131,clear primary
test_3132,clear primary
test_3133,clear primary
test_3134,clear primary water cultivation agriculture road
test_3135,clear primary water habitation bare_ground agriculture road
test_3136,cloudy haze
test_3137,clear primary bare_ground agriculture road
test_3138,clear primary
test_3139,clear primary partly_cloudy habitation agriculture road
test_3140,clear primary
test_3141,clear primary
test_3142,primary cloudy water haze
test_3143,primary cloudy haze
test_3144,clear primary water cultivation agriculture road
test_3145,clear primary water haze partly_cloudy agriculture road
test_3146,clear primary
test_3147,primary cloudy water partly_cloudy
test_3148,clear primary water agriculture road
test_3149,cloudy
test_3150,primary cloudy
test_3151,primary water partly_cloudy
test_3152,clear primary cultivation agriculture road
test_3153,clear primary agriculture road
test_3154,clear primary
test_3155,primary water partly_cloudy agriculture
test_3156,primary partly_cloudy agriculture
test_3157,primary partly_cloudy agriculture
test_3158,clear primary
test_3159,clear primary
test_3160,clear primary water agriculture road
test_3161,clear primary agriculture
test_3162,clear primary water cultivation artisinal_mine habitation agriculture road
test_3163,clear primary
test_3164,clear primary water haze agriculture road
test_3165,clear primary cultivation agriculture road
test_3166,clear primary water cultivation agriculture
test_3167,clear primary
test_3168,clear primary water
test_3169,clear primary water agriculture road
test_3170,clear primary
test_3171,primary partly_cloudy
test_3172,primary water partly_cloudy
test_3173,clear primary agriculture
test_3174,clear primary
test_3175,clear primary
test_3176,clear primary water cultivation road selective_logging
test_3177,clear primary
test_3178,primary cloudy partly_cloudy
test_3179,primary partly_cloudy agriculture
test_3180,clear primary
test_3181,primary partly_cloudy agriculture
test_3182,clear primary water cultivation agriculture
test_3183,primary partly_cloudy
test_3184,clear primary
test_3185,clear primary
test_3186,clear primary cultivation agriculture
test_3187,clear primary
test_3188,clear primary
test_3189,clear primary water
test_3190,primary partly_cloudy agriculture
test_3191,clear primary water haze agriculture road
test_3192,clear primary
test_3193,clear primary water cultivation agriculture
test_3194,clear primary water habitation agriculture road
test_3195,clear primary agriculture road
test_3196,clear primary
test_3197,clear primary
test_3198,clear primary cultivation agriculture
test_3199,clear primary bare_ground agriculture road
test_3200,clear primary water habitation agriculture road
test_3201,clear primary
test_3202,clear primary
test_3203,clear primary
test_3204,clear primary
test_3205,primary partly_cloudy
test_3206,clear primary
test_3207,clear primary water road
test_3208,primary water partly_cloudy bare_ground agriculture road
test_3209,clear primary water cultivation agriculture road
test_3210,primary partly_cloudy
test_3211,clear primary water habitation road
test_3212,primary water partly_cloudy
test_3213,clear primary water habitation bare_ground agriculture road
test_3214,primary water partly_cloudy
test_3215,clear primary
test_3216,clear primary
test_3217,clear primary water cultivation agriculture
test_3218,clear primary
test_3219,clear primary haze partly_cloudy agriculture road
test_3220,clear primary
test_3221,clear primary water haze cultivation partly_cloudy habitation agriculture road
test_3222,clear primary water cultivation partly_cloudy agriculture road
test_3223,clear primary water cultivation agriculture road
test_3224,clear primary
test_3225,primary partly_cloudy agriculture road
test_3226,clear primary bare_ground agriculture road
test_3227,clear primary water agriculture road
test_3228,clear primary
test_3229,clear primary
test_3230,clear primary water cultivation agriculture
test_3231,cloudy
test_3232,primary haze
test_3233,clear primary water habitation agriculture road
test_3234,clear primary
test_3235,clear primary
test_3236,clear primary
test_3237,clear primary
test_3238,clear primary water agriculture
test_3239,clear primary water cultivation agriculture
test_3240,clear primary water agriculture road
test_3241,primary water partly_cloudy
test_3242,clear primary agriculture
test_3243,clear primary habitation agriculture road
test_3244,clear primary
test_3245,clear primary cultivation agriculture road
test_3246,clear primary cultivation habitation agriculture road
test_3247,primary cloudy agriculture
test_3248,clear primary
test_3249,clear primary cultivation partly_cloudy agriculture
test_3250,cloudy haze
test_3251,primary partly_cloudy habitation agriculture road
test_3252,clear primary water partly_cloudy agriculture road
test_3253,clear primary
test_3254,clear primary partly_cloudy habitation agriculture road
test_3255,clear primary water cultivation agriculture road
test_3256,clear primary cultivation agriculture
test_3257,clear primary
test_3258,clear primary
test_3259,clear primary water habitation agriculture road
test_3260,clear primary water cultivation agriculture road
test_3261,clear primary
test_3262,clear primary water cultivation habitation agriculture road
test_3263,clear primary water cultivation habitation agriculture road
test_3264,clear primary cultivation agriculture
test_3265,clear primary cultivation agriculture
test_3266,clear primary water haze cultivation agriculture road
test_3267,clear primary water habitation agriculture road
test_3268,clear primary water partly_cloudy road
test_3269,clear primary cloudy water agriculture
test_3270,cloudy
test_3271,clear primary
test_3272,clear primary water road
test_3273,clear primary cultivation agriculture
test_3274,clear primary
test_3275,primary partly_cloudy agriculture road
test_3276,clear primary
test_3277,primary partly_cloudy agriculture
test_3278,clear primary water artisinal_mine agriculture road
test_3279,clear primary water cultivation agriculture road
test_3280,clear primary
test_3281,clear primary water cultivation road
test_3282,primary water haze agriculture
test_3283,clear primary water haze cultivation agriculture road
test_3284,clear primary agriculture
test_3285,clear primary
test_3286,primary partly_cloudy
test_3287,clear primary water artisinal_mine agriculture road
test_3288,clear primary water road
test_3289,clear primary
test_3290,primary cloudy water partly_cloudy agriculture
test_3291,clear primary
test_3292,primary partly_cloudy
